COORD_OP_METHOD_CODE,COORD_OP_METHOD_NAME,REVERSE_OP,"FORMULA",EXAMPLE,REMARKS,"INFORMATION_SOURCE",DATA_SOURCE,REVISION_DATE,CHANGE_ID,DEPRECATED
9660,Geographic3D offsets,1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.

Lat_T = Lat_S + latitude_offset 
Lon_T = Lon_S + longitude_offset 
EllipsoidHeight_T = EllipsoidHeight_S + ellipsoid_height_offset.",(none),This transformation allows calculation of coordinates in the target system by adding the parameter value to the coordinate values of the point in the source system.,"EPSG guidance note #7-2, http://www.epsg.org",EPSG,27-4-2004,NaN,0
9661,Geographic3D to GravityRelatedHeight (EGM),0,"This transformation involves the application of a geoid-ellipsoid separation value interpolated from a geoid model. The model provides separation values at the nodes on a regular grid of latitude and longitude intersection points. The geodetic latitude and longitude used to interpolate within the grid are not affected by this transformation.

The grid is referenced to a specific geographic CRS (the source CRS) and interpolation must be made in this system.

Calculation of the separation is achieved through a bi-linear interpolation of the grid, using the latitude and longitude of the point. This step provides the geoid-ellipsoid separation (N) above the ellipsoid of the source Geographic 3D CRS.

Then:
           H = h - N

where h = the height above the ellipsoid in the source geographic 3D CRS
and   H = the gravity-related height in the target vertical CRS.",(none),"Applies to EGM84 and EGM96 models. For later model see Geographic3D to GravityRelatedHeight (EGM2008), method code 1025.","EPSG guidance note #7-2, http://www.epsg.org",EPSG,15-12-2016,2008.010 2008.097 2016.050,0
9662,Geographic3D to GravityRelatedHeight (AUSGeoid98),0,"This transformation involves the application of a geoid-ellipsoid separation value interpolated from a geoid model. The model provides separation values at the nodes on a regular grid of latitude and longitude intersection points. The geodetic latitude and longitude used to interpolate within the grid are not affected by this transformation.

The grid is referenced to a specific geographic CRS (the source CRS) and interpolation must be made in this system.

Calculation of the separation is achieved through a bi-linear interpolation of the grid, using the latitude and longitude of the point. This step provides the geoid-ellipsoid separation (N) above the ellipsoid of the source Geographic 3D CRS.

Then:
           H = h - N

where h = the height above the ellipsoid in the source geographic 3D CRS
and   H = the gravity-related height in the target vertical CRS.",(none),NaN,"EPSG guidance note #7-2, http://www.epsg.org",EPSG,31-8-2020,2008.010 2016.050 2020.076,0
9663,Geographic3D to GravityRelatedHeight (OSGM-GB),0,"This transformation involves the application of a height difference interpolated from a height correction model. The model provides height difference values at the nodes on a regular grid of latitude and longitude intersection points. The geodetic latitude and longitude used to interpolate within the grid are not affected by this transformation.

The grid is referenced to a specific geographic CRS (the source CRS) and interpolation must be made in this system.

Calculation of the height difference is achieved through a bi-linear interpolation of the grid, using the latitude and longitude of the point. This step provides the height correction (C) of the target datum above the ellipsoid of the source Geographic 3D CRS. C differs from the geoid-ellipsoid separation N because a vertical datum is a realisation of the geoid surface, not the geoid itself.

Then:
           H = h - C

where h = the height above the ellipsoid in the source geographic 3D CRS
and     H = the gravity-related height in the target vertical CRS.",(none),Transformation of the vertical component of a Geographic 3D CRS to a Vertical CRS.,"EPSG guidance note #7-2, http://www.epsg.org",EPSG,15-12-2016,2008.010 2010.104 2016.049,0
9664,Geographic3D to GravityRelatedHeight (IGN1997),0,"This transformation involves the application of a height difference interpolated from a height correction model. The model provides height difference values at the nodes on a regular grid of latitude and longitude intersection points. The geodetic latitude and longitude used to interpolate within the grid are not affected by this transformation.

The grid is referenced to a specific geographic CRS (the source CRS) and interpolation must be made in this system.

Calculation of the height difference is achieved through a bi-linear interpolation of the grid, using the latitude and longitude of the point. This step provides the height correction (C) of the target datum above the ellipsoid of the source Geographic 3D CRS. C differs from the geoid-ellipsoid separation N because a vertical datum is a realisation of the geoid surface, not the geoid itself.

Then:
           H = h - C

where h = the height above the ellipsoid in the source geographic 3D CRS
and   H = the gravity-related height in the target vertical CRS.",(none),Transformation of the vertical component of a Geographic 3D CRS to a Vertical CRS.,"EPSG guidance note #7-2, http://www.epsg.org",EPSG,19-1-2018,2008.010 2016.050 2017.045,0
9665,Geographic3D to GravityRelatedHeight (gtx),0,"This transformation involves the application of a height difference interpolated from a height correction model. The model provides height difference values at the nodes on a regular grid of latitude and longitude intersection points. The geodetic latitude and longitude used to interpolate within the grid are not affected by this transformation.

The grid is referenced to a specific geographic CRS (the source CRS) and interpolation must be made in this system.

Calculation of the height difference is achieved through a bi-linear interpolation of the grid, using the latitude and longitude of the point. This step provides the height correction (C) of the target datum above the ellipsoid of the source Geographic 3D CRS. C differs from the geoid-ellipsoid separation N because a vertical datum is a realisation of the geoid surface, not the geoid itself.

Then:
           H = h - C

where h = the height above the ellipsoid in the source geographic 3D CRS
and   H = the gravity-related height in the target vertical CRS.

The method is not reversible because the gravity-related height is 1-dimensional and not associated with a horizontal CRS.","For coordinate transformation: NZGD2000 to NZVD2016 height(2), code 9326:

For a point at 36°54'01""S, 174°46'46""E (36.9003°S, 174.7794°E), with NZGD2009 ellipsoidal height of 50.000 metres, to find its NZVD2009 height:

First using source CRS NZGD2000, code 4167, for interpolation, obtain the offsets at each of the surrounding grid nodes:
NW corner 36.9000°S, 174.7667°E, geoid height = 34.267m
NE corner 36.9000°S, 174.7833°E, geoid height = 34.293m
SE corner 36.9167°S, 174.7833°E, geoid height = 34.205m
SW corner 36.9167°S, 174.7667°E, geoid height = 34.185m

Then using bi-linear interpolation for 36.9003°S, 174.7794°E, geoid height = 34.285m

Then NZVD2016 height = 50.000 - (34.285) = 15.715m.",Transformation of the vertical component of a Geographic 3D CRS to a Vertical CRS. Grid file format: US NGS .gtx (in US sometimes also referred to as 'vdatum format').,"EPSG guidance note #7-2, http://www.epsg.org",EPSG,16-1-2020,2008.010 2016.050 2017.037 2019.092,0
9806,Cassini-Soldner,1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.

The formulas to derive projected Easting and Northing coordinates are:

Easting E = FE + nu[A - TA^3/6 -(8 - T + 8C)TA^5/120]

Northing N = FN + M - M0 + nu*tan(lat)*[A^2/2 + (5 - T + 6C)A^4/24]

where A = (lon - lon0)cos(lat)
T = tan^2(lat)
C = e2 cos2*/(1 - e2)        nu = a /(1 - esq*sin^2(lat))^0.5 
and M, the distance along the meridian from equator to latitude lat, is given by
M = a[(1 - e^2/4 - 3e^4/64 - 5e^6/256 -....)*lat - (3e^2/8 + 3e^4/32 + 45e^6/1024 +....)sin(2*lat) + (15e^4/256 + 45e^6/1024 +.....)sin(4*lat) - (35e^6/3072 + ....)sin(6*lat) + .....]
with lat in radians.

M0 is the value of M calculated for the latitude of the chosen origin. This may not necessarily be chosen as the equator.

To compute latitude and longitude from Easting and Northing the reverse formulas are:
lat = lat1 - (nu1tan(lat1)/rho1)[D2/2 - (1 + 3*T1)D^4/24]
lon =  lon0 + [D - T1*D^3/3 + (1 + 3*T1)T1*D^5/15]/cos(lat1)

where lat1 is the latitude of the point on the central meridian which has the same Northing as the point whose coordinates are sought, and is found from:
lat1 = mu1 + (3*e1/2 - 27*e1^3/32 +.....)sin(2*mu1) + (21*e1^2/16 - 55*e1^4/32 + ....)sin(4*mu1)+ (151*e1^3/96 +.....)sin(6*mu1) + (1097*e1^4/512 - ....)sin(8*mu1) + ......
where
e1 = [1- (1 - esq)^0.5]/[1 + (1 - esq)^0.5]
mu1 = M1/[a(1 - esq/4 - 3e^4/64 - 5e^6/256 - ....)]
M1 = M0 + (N - FN)
T1 = tan^2(lat1)
D = (E - FE)/nu1",For Projected Coordinate System Trinidad 1903 / Trinidad Grid 
Parameters:
Ellipsoid   Clarke 1858     a = 20926348 ft    = 31706587.88 links
                                        b = 20855233 ft

then 1/f = 294.97870 and e^2 = 0.00676866

Latitude Natural Origin       10°26'30"N  =  0.182241463 rad
Longitude Natural Origin    61°20'00"W = -1.07046861 rad
False Eastings FE              430000.00 links
False Northings FN            325000.00 links

Forward calculation for: 
Latitude       10°00'00.00" N = 0.17453293 rad
Longitude    62°00'00.00"W = -1.08210414 rad

A = -0.01145876      C = 0.00662550
T = 0.03109120      M = 5496860.24    nu = 31709831.92     M0 = 5739691.12

Then Easting E    =  66644.94 links
          Northing N =  82536.22 links

Reverse calculation for same easting and northing first gives :
e1    =   0.00170207       D  =     -0.01145875
T1   = 0.03109544         M1 =      5497227.34
nu1  = 31709832.34       mu1 =    0.17367306
phi1 = 0.17454458         rho1 =    31501122.40


Then Latitude     = 10°00'00.000"N
         Longitude  =  62°00'00.000"W,NaN,"EPSG guidance note #7-2, http://www.epsg.org",EPSG,13-6-2017,2017.018,0
9812,Hotine Oblique Mercator (variant A),1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.

The following constants for the projection may be calculated :

B = {1 + [esq * cos^4(latc) / (1 - esq )]}^0.5
A = a * B * kc *(1 - esq )^0.5 / ( 1 - esq * sin^2(latc))
to = tan(pi/4 - latc/2) / ((1 - e*sin(latc)) / (1 + e*sin(latc)))^(e/2)
D = B (1 - esq)^0.5  / (cos(latc) * ( 1 - esq*sin^2(latc))^0.5)
if D < 1 to avoid problems with computation of F make D^2  = 1 
F = D + (D^2 - 1)^0.5  * SIGN(latc)
H = F*(to)^B
G = (F - 1/F) / 2
gammao = asin(sin(alphac) / D)
lonO = lonc - (asin(G*tan(gammao))) / B

 
Forward case: To compute (E,N) from a given (lat,lon) :

t = tan(pi/4 - lat/2) / ((1 - e sin (lat)) / (1 + e sin (lat)))^(e/2)
Q = H / t^B
S = (Q - 1 / Q) / 2
T = (Q + 1 / Q) / 2
V = sin(B (lon - lonO))
U = (- V cos(gammao) + S sin(gammao)) / T
v = A ln((1 - U) / (1 + U)) / 2 B
u = A atan2((S cos(gammao) + V sin(gammao)) , cos(B (lon - lonO))) / B  (see GN7-2 implementation notes in preface for atan2 convention)

The rectified skew co-ordinates are then derived from:
E = v cos(gammac) + u sin(gammac) + FE
N = u cos(gammac) - v sin(gammac) + FN

Reverse case: Compute (lat,lon)  from a given (E,N)  :

v’ = (E - FE) cos(gammac) - (N - FN) sin(gammac)
u’ = (N - FN) cos(gammac) + (E - FE) sin(gammac)

Q’ = e^- (B v ‘/ A)  where e is the base of natural logarithms.
S' = (Q’ - 1 / Q’) / 2
T’ = (Q’ + 1 / Q’) / 2
V’ = sin (B u’ / A)
U’ = (V’ cos(gammac) + S’ sin(gammac)) / T’
t’ = (H / ((1 + U’) / (1 - U’))^0.5)^(1 / B)

chi = pi / 2 - 2 atan(t’)

lat = chi + sin(2chi).( e^2 / 2 + 5*e^4 / 24 + e^6 / 12 + 13*e^8 / 360) +  sin(4*chi).( 7*e^4 /48 + 29*e^6 / 240 + 811*e8 / 11520) +  sin(6chi).( 7*e^6 / 120 + 81*e8 / 1120) +  sin(8chi).(4279 e^8 / 161280)

lon = lonO - atan2 ((S’ cos(gammao) - V’ sin(gammao)) , cos(B*u’ / A)) / B",For Projected Coordinate System  Timbalai 1948 / R.S.O. Borneo (m)

Parameters:
Ellipsoid:  Everest 1830 (1967 Definition)
a = 6377298.556 metres 1/f = 300.8017
then e = 0.081472981and e2 = 0.006637847

Latitude Projection Centre fc = 4°00'00"N = 0.069813170 rad
Longitude Projection Centre lc = 115°00'00"E = 2.007128640 rad
Azimuth of central line ac = 53°18'56.9537" = 0.930536611 rad
Rectified to skew gc= 53°07'48.3685" = 0.927295218 rad
Scale factor ko= 0.99984
False Eastings FE = 0.00 m
False Northings FN = 0.00 m

Forward calculation for: 
Latitude lat = 5°23'14.1129"N = 0.094025313 rad
Longitude lon = 115°48'19.8196"E = 2.021187362 rad

B = 1.003303209            F = 1.072121256
A =6376278.686            H = 1.000002991
to = 0.932946976          go = 0.927295218
D = 1.002425787           lon0 = 1.914373469
D2 =1.004857458
uc =738096.09              vc =0.00

t = 0.910700729            Q = 1.098398182
S = 0.093990763            T = 1.004407419
V = 0.106961709            U = 0.010967247
v = -69702.787             u = 901334.257

Then Easting E =      679245.73 m
     Northing N =     596562.78 m

Reverse calculations for same easting and northing first gives :
v’ =   -69702.787              u’ =901334.257
Q’ = 1.011028053
S’  = 0.010967907          T’ = 1.000060146
V’ = 0.141349378           U’ = 0.093578324
t’ = 0.910700729             c = 0.093404829

Then Latitude = 5°23'14.113"N
     Longitude = 115°48'19.820"E,NaN,"EPSG guidance note #7-2, http://www.epsg.org",EPSG,29-8-2018,1997.620 1999.811 2004.430 2004.600 2007.044 2010.058 2017.024,0
9815,Hotine Oblique Mercator (variant B),1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.

The following constants for the projection may be calculated :

B = {1 + [e^2 * cos^4(latc) / (1 - e^2 )]}^0.5
A = a * B * kc *(1 - e^2 )^0.5 / ( 1 - e^2 * sin^2(latc))
to = tan(pi/4 - latc/2) / ((1 - e*sin(latc)) / (1 + e*sin(latc)))^(e/2)
D = B (1 - e^2)^0.5  / (cos(latc) * ( 1 - e^2*sin^2(latc))^0.5)
if D < 1 to avoid problems with computation of F make D^2  = 1 
F = D + (D^2 - 1)^0.5  * SIGN(latc)
H = F*(to)^B
G = (F - 1/F) / 2
gammao = asin(sin(alphac) / D)
lonO = lonc - (asin(G*tan(gamma0))) / B
vc = 0
In general: uc = (A / B) atan2((Dsq - 1)^0.5 , cos (alphac) ) * SIGN(latc)  (see Gn7-2 implementation notes in preface for atan2 convention)
but for the special cases where alphac = 90 degrees (e.g. Hungary, Switzerland) then 
uc = A*(lonc - lonO)  

 
Forward case: To compute (E,N) from a given (lat,lon) :

t = tan(pi/4 - lat/2) / ((1 - e sin (lat)) / (1 + e sin (lat)))^(e/2)
Q = H / t^B
S = (Q - 1 / Q) / 2
T = (Q + 1 / Q) / 2
V = sin(B (lon - lonO))
U = (- V cos(gammao) + S sin(gammao)) / T
v = A ln((1 - U) / (1 + U)) / 2 B

In general:
u = (A atan2((S cos(gammao) + V sin(gammao)) , cos(B (lon - lonO))) / B) - (ABS(uc) . SIGN(latc))

but when alphac = pi/2 rad
if lon = lonc, u = 0
else u = (A atan((S cos(gammao) + V sin(gammao)) / cos(B (lon - lonO))) / B) - (ABS(uc) . SIGN(latc) . SIGN(lonc – lon))


The rectified skew co-ordinates are then derived from:
E = v cos(gammac) + u sin(gammac) + Ec
N = u cos(gammac) - v sin(gammac) + Nc

Reverse case: Compute (lat,lon)  from a given (E,N)  :

v’ = (E - Ec) cos(gammac) - (N - Nc) sin(gammac)
u’ = (N - Nc) cos(gammac) + (E - Ec) sin(gammac) + (ABS(uc) . SIGN(latc))

Q’ = e- (B v ‘/ A)  where e is the base of natural logarithms.
S' = (Q’ - 1 / Q’) / 2
T’ = (Q’ + 1 / Q’) / 2
V’ = sin (B u’ / A)
U’ = (V’ cos(gammac) + S’ sin(gammac)) / T’
t’ = (H / ((1 + U’) / (1 - U’))^0.5)^(1 / B)

chi = pi / 2 - 2 atan(t’)

lat = chi + sin(2chi).( e^2 / 2 + 5*e^4 / 24 + e^6 / 12 + 13*e^8 / 360) +  sin(4*chi).( 7*e^4 /48 + 29*e^6 / 240 + 811*e8 / 11520) +  sin(6chi).( 7*e^6 / 120 + 81*e8 / 1120) +  sin(8chi).(4279 e^8 / 161280)

lon=  lonO - atan2 ((S’ cos(gammao) , V’ sin(gammao)) / cos(B*u’ / A)) / B",For Projected Coordinate System  Timbalai 1948 / R.S.O. Borneo (m)

Parameters:
Ellipsoid:  Everest 1830 (1967 Definition)
a = 6377298.556 metres 1/f = 300.8017
then e = 0.081472981and e^2 = 0.006637847

Latitude Projection Centre fc = 4°00'00"N = 0.069813170 rad
Longitude Projection Centre lc = 115°00'00"E = 2.007128640 rad
Azimuth of central line ac = 53°18'56.9537" = 0.930536611 rad
Rectified to skew gc= 53°07'48.3685" = 0.927295218 rad
Scale factor ko= 0.99984
Easting at projection centre Ec = 590476.87 m
Northing at projection centre Nc = 442857.65 m

Forward calculation for: 
Latitude lat = 5°23'14.1129"N = 0.094025313 rad
Longitude lon = 115°48'19.8196"E = 2.021187362 rad

B = 1.003303209            F = 1.072121256
A =6376278.686            H = 1.000002991
to = 0.932946976          g0 = 0.927295218
D = 1.002425787           lon0 = 1.914373469
D2 =1.004857458
uc =738096.09              vc =0.00

t =0.910700729             Q =1.098398182
S =0.093990763            T = 1.004407419
V =0.106961709            U = 0.010967247
v =-69702.787                u = 163238.163

Then Easting E =      679245.73 m
        Northing N =     596562.78 m

Reverse calculations for same easting and northing first gives :
v’ =   -69702.787              u’ = 901334.257
Q’ = 1.011028053
S’  = 0.010967907          T’ = 1.000060146
V’ = 0.141349378           U’ = 0.093578324
t’ = 0.910700729             c = 0.093404829

Then Latitude = 5°23'14.113"N
         Longitude = 115°48'19.820"E,NaN,"EPSG guidance note #7-2, http://www.epsg.org",EPSG,29-8-2018,1999.811 2004.430 2004.600 2007.044 2010.058 2017.024,0
9828,Bonne (South Orientated),1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.

The formulas to convert geodetic latitude and longitude (lat, lon) to Easting and Northing are:

W = FE – (rho . sin T)
S = FN – (a . mO / sin(latO) –  rho . cos T)

where
m = cos(lat) / (1 –  e^2sin^2(lat))^0.5
with lat in radians and mO for latO, the latitude of the origin, derived in the same way.

M = a[(1 –  e^2/4 –  3e^4/64 –  5e^6/256 –....)lat – (3e^2/8 + 3e^4/32 + 45e^6/1024+....)sin(2 lat) + (15e^4/256 + 45e^6/1024 +.....)sin(4 lat) –  (35e^6/3072 + ....)sin(6 lat) + .....]
with lat in radians and MO for latO, the latitude of the origin, derived in the same way.

rho = a . mO / sin(latO) + MO – M
T = a . m (lon – lonO) / rho       with lon and lonO in radians

For the reverse calculation:
X = FE – W
Y = FN – S
rho = ± [X^2 + (a . mO / sin(latO) – Y)^2]^0.5  taking the sign of latO
M = a . mO / sin(latO) + MO – rho
mu = M / [a (1 – e^2/4 – 3e^4/64 – 5e^6/256 – …)]
e1 = [1 – (1 – e^2)^0.5] / [1 + (1 – e^2)^0.5]
lat = mu + ((3 e1 / 2) –  (27 e1^3 / 32) +.....)sin(2 mu) + ((21 e1^2 / 16) –  (55 e1^4 / 32) + ....)sin(4 mu) 
  + ((151 e1^3 / 96) +.....)sin(6 mu) + ((1097 e1^4 / 512)  –  ....)sin(8 mu) + ......

m = cos(lat) / (1 – e^2 sin^2(lat))^0.5

If latO is not negative
lon = lonO + rho {atan2[X , (a . mO / sin(latO) – Y)]} / a . m
but if lonO is negative
lon = lonO + rho {atan2[–X , –(a . mO , sin(latO) – Y)]} / a . m
In either case, if lat = ±90°, m = 0 and the equation for lon is indeterminate, so use lon = lonO. See implementation notes in GN7-2 preface for atan2 convention.

In these formulas the terms FE and FN retain their definition, i.e. in the Bonne (South Orientated) method they increase the Westing and Southing value at the natural origin. In this method they are effectively false westing (FW) and false southing (FS) respectively.","See information source of Bonne, code 9827, for general methodology.",NaN,"EPSG guidance note #7-2, http://www.epsg.org",EPSG,29-8-2018,2017.018 2017.024,0
9833,Hyperbolic Cassini-Soldner,1,"See information source.",See information source.,NaN,"EPSG guidance note #7-2, http://www.epsg.org",EPSG,13-6-2017,2017.018,0
9836,Geocentric/topocentric conversions,1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.

First it is necessary to derive ellipsoidal values Po, Lo of the topocentric origin from their geocentric values Xo, Yo, Zo through the reverse formulas given in method 9602.

Then topocentric coordinates [U, V, W] are computed as follows:

U = – (X-Xo) sin Lo + (Y-Yo) cos Lo
V = – (X–Xo) sin Po cos Lo – (Y–Yo) sin Po sin Lo + (Z–Zo) cos Po
W = (X–Xo) cos Po cos Lo + (Y–Yo) cos Po sin Lo + (Z–Zo) sin Po 


The reverse formulas to calculate geocentric coordinates from topocentric coordinates are:

X = Xo – U sin Lo  – V sin Po cos Lo + W cos Po cos Lo
Y = Yo + U cos Lo – V sin Po sin Lo  + W cos Po sin Lo 
Z = Zo + V cos Po + W sin Po","For Geocentric CRS = 	WGS 84 (EPSG CRS code 4978)
and		
Topocentric origin Xo 	=	3652 755.3058 m
Topocentric origin Yo 	=	  319 574.6799 m
Topocentric origin Zo	=	5201 547.3536 m

Ellipsoid parameters:	a = 6378137m.0  1/f = 298.2572236

First calculate additional ellipsoid parameters:
e^2 = 0.006694380
eta = 0.006739497
b = 6356752.314

Next, derive Po, Lo from Xo,Yo,Zo by the formulas given in method 9602:
p	=	3666708.2376	
q	=	0.9583523313	
Po	=	0.9599310885	rad
Lo	=	0.0872664625	rad

Forward calculation for point with geocentric coordinates:
X= 3771 793.968
Y=  140 253.342
Z= 5124 304.349

gives topocentric coordinates
U= -189 013.869
V= -128 642.040
W=    -4 220.171",NaN,"EPSG guidance note #7-2, http://www.epsg.org",EPSG,13-6-2017,2017.018,0
9837,Geographic/topocentric conversions,1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.

To convert latitude P, longitude L and ellipsoidal height h into topocentric coordinates U,V,W: 

U = (nu + h) cos(P) sin (L – Lo)
V = (nu + h) [sin(P) cos(Po) – cos(P) sin(Po) cos(L – Lo)] + e^2 (nuO sin(Po) – nu sin(P)) cos(Po) 
W = (nu + h) [sin(P) sin(Po) + cos(P) cos(Po) cos(L – Lo)] + e^2 (nuO sin(Po) – nu sin(P)) sin(Po) – (nuO – ho)

where Po, Lo and ho are the ellipsoidal coordinates of the topocentric origin

and nu is the radius of curvature in the prime vertical at latitude P = a /(1 – e^2 sin^2 P)^0.5
nuO is the radius of curvature in the prime vertical at latitude Po = a /(1 – e^2 sin^2 Po)^0.5
	e is the eccentricity of the ellipsoid here e^2 = (a^2 – b^2)/a^2 = 2f – f^2


The reverse formulae to convert topocentric coordinates (U, V, W) into latitude, longitude and ellipsoidal height (P, L, h) first draws on the reverse case of method 9836 to derive geocentric coordinates X, Y, Z and then on the reverse case of method 9602 to derive latitude, longitude and height.

First,
X = Xo – U sin(Lo) – V sin(Po) cos(Lo) + W cos(Po) cos(Lo) 
Y = Yo + U cos(Lo) – V sin(Po) sin(Lo) + W cos(Po) sin(Lo)
Z = Zo + V cos(Po) + W sin(Po)

where,
XO = (nuO + hO) cos(Po) cos(Lo) 
YO = (nuO + hO) cos(Po) sin(Lo)
ZO = [(1 – e2) nuO + hO] sin(Po)
Po, Lo, hO are the ellipsoidal coordinates of the topocentric origin,
nuO is the radius of curvature in the prime vertical at latitude Po = a /(1 – e^2 sin^2(Po))^0.5, and
e is the eccentricity of the ellipsoid where e^2 = (a^2 – b^2)/a^2 = 2f – f^2.

Then,
lat = atan2[(Z +  b sin^3(q)) , (p – e^2 a cos^3(q))]
lon = atan2 (Y , X)
where
	 = e^2 / (1 – e^2)
	b = a(1 – f)
	p = (X^2 + Y^2)^0.5
	q = atan2[(Z a) , (p b)]
	L is relative to the Greenwich prime meridian.

and
h = (p / cos(P)) – nu
where
nu is the radius of curvature in the prime vertical at latitude lat = a /(1 – e^2sin^2(P))^0.5
(see implementation notes in preface for atan2 convention)","For Geographic 3D CRS = WGS 84 (EPSG CRS code 4979)
and				
Topocentric origin latitude Po =  55deg N 
Topocentric origin longitude Lo = 5 deg E
Topocentric origin ellipsoidal height ho = 	200 metres		

Ellipsoid parameters: 	= 6378137.0 metres, 1/f = 298.25722236

First calculate additional ellipsoid parameter e^2 and radius of curvature nuO at the topocentric origin:
e^2=0.006694380
nuO	=	0. 6392510.727

Forward calculation for: 
Latitude P = 	53°48'382""N
Longitude L = 	2°07'468""E
Height h 	=	73.0 metres		

nu	=	6392088.017
then 	
U 	 =	–189 013.869 m
V 	 =	–128 642.040 m
W 	=	   – 4 220.171 m

Reverse calculation for:
U 	=	–189 013.869 m
V 	=	–128 642.040 m
W 	=	   – 4 220.171 m

First calculate additional ellipsoid parameter e^2 and radius of curvature nuO at the topocentric origin:
e^2 = 0.006694380
nuO = 6392510.727

then the following intermediate terms:

Xo = 3652755.306
Yo = 319574.680
Zo = 5201547.353
X = 3771793.968
Y = 140253.342
Z = 5124304.349
eta = 0.006739496674
b = 6356752.314
p = 3774400.712
q = .937549875
P = 0.9391511015 rad
L = 0.0371676591 rad
nu = 6392088.017

for a final result of: 

Latitude P = 	53°48'33.820""N
Longitude L 	=	2°07'46.380""E
Height h = 	73.0 metres",NaN,"EPSG guidance note #7-2, http://www.epsg.org",EPSG,29-8-2018,2017.018 2017.024,0
1026,Mercator (Spherical),1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.



The formulas to derive projected Easting and Northing coordinates from spherical latitude lat and longitude lon are:

	E = FE   R (lon - lonO)              

	N = FN   R ln[tan(pi/4   lat/2)]                   

where lonO is the longitude of natural origin and FE and FN are false easting and false nothing.



R is the radius of the sphere and will normally be one of the CRS parameters. If the figure of the earth used is an ellipsoid rather than a sphere then R should be calculated as the radius of the conformal sphere at the projection origin at latitude latO using the formula for Rc given in EPSG Guidance Note 7-2, section 1.2, table 3. Note however that if applying spherical formula to ellipsoidal coordinates, the projection properties are not preserved.



If latitude lat = 90º, N is infinite. The above formula for N will fail near to the pole, and should not be used poleward of 88º.



The reverse formulas to derive latitude and longitude on the sphere from E and N values are:

	D = -(N - FN)/R = (FN - N)/R

	lat = pi/2 -  2 atan(e^D) where e=base of natural logarithms, 2.7182818...

	lon = [(E - FE)/R] + lonO



Note that in these formulas, the parameter latitude of natural origin (*O) is not used. However for the Merctor (Spherical) method, for completeness in CRS labelling the EPSG dataset includes this parameter, which must have a value of zero.","For Projected Coordinate Reference System: World Spherical Mercator (Note: CRS not in EPSG dataset)



Parameters:

Sphere:	R = 6371007.0 metres

			

Latitude of natural origin (latO) = 0°00'00.000""N = 0.0 rad

Longitude of natural origin (lonO) = 0°00'00.000""E = 0.0 rad

False easting (FE) = 0.00 metres	

False northing (FN) = 0.00 metres	



Forward calculation for: 

Latitude (lat) = 24°22'54.433""N	= 0.425542460 rad

Longitude (lon) = 100°20'00.000""W = -1.751147016 rad



whence 

	E = -11 156 569.90 m

	N =   2 796 869.94 m



Reverse calculation for the same point (-11 156 569.90 m E, 2 796 869.94m N) first gives:

	D = -0.438999665



Then	Latitude (lat) = 0.425542460 rad = 24°22'54.433""N

	Longitude (lon) = -1.751147016 rad = 100°20'00.000""W",NaN,"EPSG guidance note #7-2, http://www.epsg.org",EPSG,7-6-2009,2008.114 2009.023,0
1033,Position Vector transformation (geocentric domain),1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.

The transformation between source and target CRS geocentric coordinates is usually described as a simplified 7-parameter Helmert transformation, expressed in matrix form with 7 parameters, in what is known as the ""Bursa-Wolf"" formula:

   (Xt)          (  1      -rZ     +rY)     (Xs)    (tX)
   (Yt)  =  M *  ( +rZ      1      -rX)  *  (Ys)  + (tY)
   (Zt)          ( -rY     +rX      1 )     (Zs)    (tZ)

