DEPRECATION_ID,DEPRECATION_DATE,CHANGE_ID,OBJECT_TABLE_NAME,OBJECT_CODE,REPLACED_BY,"DEPRECATION_REASON"
784,7-1-2004,2003.39,Coordinate Reference System,63066405,4306,"EPSG no longer supports this system."
791,7-1-2004,2003.39,Coordinate Reference System,63136405,4313,"EPSG no longer supports this system."
881,7-1-2004,2003.39,Coordinate Reference System,68016405,4801,"EPSG no longer supports this system."
888,7-1-2004,2003.39,Coordinate Reference System,68096405,4809,"EPSG no longer supports this system."
702,7-1-2004,2003.39,Coordinate Reference System,62186405,4218,"EPSG no longer supports this system."
703,7-1-2004,2003.39,Coordinate Reference System,62196405,4219,"EPSG no longer supports this system."
704,7-1-2004,2003.39,Coordinate Reference System,62206405,4220,"EPSG no longer supports this system."
705,7-1-2004,2003.39,Coordinate Reference System,62216405,4221,"EPSG no longer supports this system."
706,7-1-2004,2003.39,Coordinate Reference System,62226405,4222,"EPSG no longer supports this system."
707,7-1-2004,2003.39,Coordinate Reference System,62236405,4223,"EPSG no longer supports this system."
882,7-1-2004,2003.39,Coordinate Reference System,68026405,4802,"EPSG no longer supports this system."
628,7-1-2004,2003.39,Coordinate Reference System,61496405,4149,"EPSG no longer supports this system."
629,7-1-2004,2003.39,Coordinate Reference System,61506405,4150,"EPSG no longer supports this system."
630,7-1-2004,2003.39,Coordinate Reference System,61516405,4151,"EPSG no longer supports this system."
631,7-1-2004,2003.39,Coordinate Reference System,61516413,4151,"EPSG no longer supports this system."
641,7-1-2004,2003.39,Coordinate Reference System,61606405,4160,"EPSG no longer supports this system."
708,7-1-2004,2003.39,Coordinate Reference System,62246405,4224,"EPSG no longer supports this system."
709,7-1-2004,2003.39,Coordinate Reference System,62256405,4225,"EPSG no longer supports this system."
793,7-1-2004,2003.39,Coordinate Reference System,63156405,4315,"EPSG no longer supports this system."
851,7-1-2004,2003.39,Coordinate Reference System,66326405,4632,"EPSG no longer supports this system."
636,7-1-2004,2003.39,Coordinate Reference System,61556405,4155,"EPSG no longer supports this system."
710,7-1-2004,2003.39,Coordinate Reference System,62276405,4227,"EPSG no longer supports this system."
756,7-1-2004,2003.39,Coordinate Reference System,62746405,4274,"EPSG no longer supports this system."
792,7-1-2004,2003.39,Coordinate Reference System,63146405,4314,"EPSG no longer supports this system."
794,7-1-2004,2003.39,Coordinate Reference System,63166405,4316,"EPSG no longer supports this system."
795,7-1-2004,2003.39,Coordinate Reference System,63176405,4317,"EPSG no longer supports this system."
840,7-1-2004,2003.39,Coordinate Reference System,66236405,4623,"EPSG no longer supports this system."
608,7-1-2004,2003.39,Coordinate Reference System,61326405,4132,"EPSG no longer supports this system."
716,7-1-2004,2003.39,Coordinate Reference System,62326405,4232,"EPSG no longer supports this system."
838,7-1-2004,2003.39,Coordinate Reference System,66216405,4621,"EPSG no longer supports this system."
843,7-1-2004,2003.39,Coordinate Reference System,66256405,4625,"EPSG no longer supports this system."
682,7-1-2004,2003.39,Coordinate Reference System,61976405,4197,"EPSG no longer supports this system."
717,7-1-2004,2003.39,Coordinate Reference System,62336405,4233,"EPSG no longer supports this system."
766,7-1-2004,2003.39,Coordinate Reference System,62836405,4283,"EPSG no longer supports this system."
768,7-1-2004,2003.39,Coordinate Reference System,62836413,4283,"EPSG no longer supports this system."
595,7-1-2004,2003.39,Coordinate Reference System,61206405,4120,"EPSG no longer supports this system."
596,7-1-2004,2003.39,Coordinate Reference System,61216405,4121,"EPSG no longer supports this system."
625,7-1-2004,2003.39,Coordinate Reference System,61476405,4147,"EPSG no longer supports this system."
627,7-1-2004,2003.39,Coordinate Reference System,61486413,4148,"EPSG no longer supports this system."
819,7-1-2004,2003.39,Coordinate Reference System,66036405,4603,"EPSG no longer supports this system."
867,7-1-2004,2003.39,Coordinate Reference System,66466405,4646,"EPSG no longer supports this system."
891,7-1-2004,2003.39,Coordinate Reference System,68156405,4815,"EPSG no longer supports this system."
626,7-1-2004,2003.39,Coordinate Reference System,61486405,4148,"EPSG no longer supports this system."
718,7-1-2004,2003.39,Coordinate Reference System,62366405,4236,"EPSG no longer supports this system."
719,7-1-2004,2003.39,Coordinate Reference System,62376405,4237,"EPSG no longer supports this system."
720,7-1-2004,2003.39,Coordinate Reference System,62386405,4238,"EPSG no longer supports this system."
736,7-1-2004,2003.39,Coordinate Reference System,62546405,4254,"EPSG no longer supports this system."
737,7-1-2004,2003.39,Coordinate Reference System,62556405,4255,"EPSG no longer supports this system."
827,7-1-2004,2003.39,Coordinate Reference System,66116405,4611,"EPSG no longer supports this system."
869,7-1-2004,2003.39,Coordinate Reference System,66586405,4658,"EPSG no longer supports this system."
872,7-1-2004,2003.39,Coordinate Reference System,66606405,4660,"EPSG no longer supports this system."
607,7-1-2004,2003.39,Coordinate Reference System,61316405,4131,"EPSG no longer supports this system."
721,7-1-2004,2003.39,Coordinate Reference System,62396405,4239,"EPSG no longer supports this system."
849,7-1-2004,2003.39,Coordinate Reference System,66306405,4630,"EPSG no longer supports this system."
852,7-1-2004,2003.39,Coordinate Reference System,66336405,4633,"EPSG no longer supports this system."
853,7-1-2004,2003.39,Coordinate Reference System,66346405,4634,"EPSG no longer supports this system."
861,7-1-2004,2003.39,Coordinate Reference System,66416405,4641,"EPSG no longer supports this system."
879,7-1-2004,2003.39,Coordinate Reference System,66676405,4667,"EPSG no longer supports this system."
618,7-1-2004,2003.39,Coordinate Reference System,61416405,4141,"EPSG no longer supports this system."
657,7-1-2004,2003.39,Coordinate Reference System,61736405,4173,"EPSG no longer supports this system."
658,7-1-2004,2003.39,Coordinate Reference System,61736413,4173,"EPSG no longer supports this system."
722,7-1-2004,2003.39,Coordinate Reference System,62406405,4240,"EPSG no longer supports this system."
870,7-1-2004,2003.39,Coordinate Reference System,66596405,4659,"EPSG no longer supports this system."
871,7-1-2004,2003.39,Coordinate Reference System,66596413,4659,"EPSG no longer supports this system."
622,7-1-2004,2003.39,Coordinate Reference System,61446405,4144,"EPSG no longer supports this system."
623,7-1-2004,2003.39,Coordinate Reference System,61456405,4145,"EPSG no longer supports this system."
624,7-1-2004,2003.39,Coordinate Reference System,61466405,4146,"EPSG no longer supports this system."
723,7-1-2004,2003.39,Coordinate Reference System,62416405,4241,"EPSG no longer supports this system."
724,7-1-2004,2003.39,Coordinate Reference System,62426405,4242,"EPSG no longer supports this system."
725,7-1-2004,2003.39,Coordinate Reference System,62436405,4243,"EPSG no longer supports this system."
828,7-1-2004,2003.39,Coordinate Reference System,66126405,4612,"EPSG no longer supports this system."
829,7-1-2004,2003.39,Coordinate Reference System,66126413,4612,"EPSG no longer supports this system."
850,7-1-2004,2003.39,Coordinate Reference System,66316405,4631,"EPSG no longer supports this system."
598,7-1-2004,2003.39,Coordinate Reference System,61236405,4123,"EPSG no longer supports this system."
643,7-1-2004,2003.39,Coordinate Reference System,61626405,4162,"EPSG no longer supports this system."
648,7-1-2004,2003.39,Coordinate Reference System,61666405,4166,"EPSG no longer supports this system."
683,7-1-2004,2003.39,Coordinate Reference System,61986405,4198,"EPSG no longer supports this system."
726,7-1-2004,2003.39,Coordinate Reference System,62446405,4244,"EPSG no longer supports this system."
727,7-1-2004,2003.39,Coordinate Reference System,62456405,4245,"EPSG no longer supports this system."
728,7-1-2004,2003.39,Coordinate Reference System,62466405,4246,"EPSG no longer supports this system."
678,7-1-2004,2003.39,Coordinate Reference System,61936405,4193,"EPSG no longer supports this system."
742,7-1-2004,2003.39,Coordinate Reference System,62596405,4259,"EPSG no longer supports this system."
743,7-1-2004,2003.39,Coordinate Reference System,62616405,4261,"EPSG no longer supports this system."
744,7-1-2004,2003.39,Coordinate Reference System,62626405,4262,"EPSG no longer supports this system."
790,7-1-2004,2003.39,Coordinate Reference System,63126405,4312,"EPSG no longer supports this system."
884,7-1-2004,2003.39,Coordinate Reference System,68046405,4804,"EPSG no longer supports this system."
885,7-1-2004,2003.39,Coordinate Reference System,68056405,4805,"EPSG no longer supports this system."
605,7-1-2004,2003.39,Coordinate Reference System,61306405,4130,"EPSG no longer supports this system."
606,7-1-2004,2003.39,Coordinate Reference System,61306413,4130,"EPSG no longer supports this system."
638,7-1-2004,2003.39,Coordinate Reference System,61576405,4157,"EPSG no longer supports this system."
745,7-1-2004,2003.39,Coordinate Reference System,62636405,4263,"EPSG no longer supports this system."
746,7-1-2004,2003.39,Coordinate Reference System,62646405,4264,"EPSG no longer supports this system."
747,7-1-2004,2003.39,Coordinate Reference System,62656405,4265,"EPSG no longer supports this system."
820,7-1-2004,2003.39,Coordinate Reference System,66046405,4604,"EPSG no longer supports this system."
858,7-1-2004,2003.39,Coordinate Reference System,66396405,4639,"EPSG no longer supports this system."
886,7-1-2004,2003.39,Coordinate Reference System,68066405,4806,"EPSG no longer supports this system."
616,7-1-2004,2003.39,Coordinate Reference System,61406405,4140,"EPSG no longer supports this system."
617,7-1-2004,2003.39,Coordinate Reference System,61406413,4140,"EPSG no longer supports this system."
806,7-1-2004,2003.39,Coordinate Reference System,63266411,4326,"EPSG no longer supports this system."
807,7-1-2004,2003.39,Coordinate Reference System,63266412,4326,"EPSG no longer supports this system."
808,7-1-2004,2003.39,Coordinate Reference System,63266413,4326,"EPSG no longer supports this system."
809,7-1-2004,2003.39,Coordinate Reference System,63266414,4326,"EPSG no longer supports this system."
810,7-1-2004,2003.39,Coordinate Reference System,63266415,4326,"EPSG no longer supports this system."
811,7-1-2004,2003.39,Coordinate Reference System,63266416,4326,"EPSG no longer supports this system."
812,7-1-2004,2003.39,Coordinate Reference System,63266417,4326,"EPSG no longer supports this system."
813,7-1-2004,2003.39,Coordinate Reference System,63266418,4326,"EPSG no longer supports this system."
814,7-1-2004,2003.39,Coordinate Reference System,63266419,4326,"EPSG no longer supports this system."
815,7-1-2004,2003.39,Coordinate Reference System,63266420,4326,"EPSG no longer supports this system."
644,7-1-2004,2003.39,Coordinate Reference System,61636405,4163,"EPSG no longer supports this system."
645,7-1-2004,2003.39,Coordinate Reference System,61636413,4163,"EPSG no longer supports this system."
787,7-1-2004,2003.39,Coordinate Reference System,63096405,4309,"EPSG no longer supports this system."
788,7-1-2004,2003.39,Coordinate Reference System,63106405,4310,"EPSG no longer supports this system."
789,7-1-2004,2003.39,Coordinate Reference System,63116405,4311,"EPSG no longer supports this system."
826,7-1-2004,2003.39,Coordinate Reference System,66106405,4610,"EPSG no longer supports this system."
635,7-1-2004,2003.39,Coordinate Reference System,61546405,4154,"EPSG no longer supports this system."
677,7-1-2004,2003.39,Coordinate Reference System,61926405,4192,"EPSG no longer supports this system."
713,7-1-2004,2003.39,Coordinate Reference System,62306405,4230,"EPSG no longer supports this system."
818,7-1-2004,2003.39,Coordinate Reference System,66026405,4602,"EPSG no longer supports this system."
609,7-1-2004,2003.39,Coordinate Reference System,61336405,4133,"EPSG no longer supports this system."
640,7-1-2004,2003.39,Coordinate Reference System,61596405,4159,"EPSG no longer supports this system."
665,7-1-2004,2003.39,Coordinate Reference System,61806405,4180,"EPSG no longer supports this system."
666,7-1-2004,2003.39,Coordinate Reference System,61806413,4180,"EPSG no longer supports this system."
684,7-1-2004,2003.39,Coordinate Reference System,61996405,4199,"EPSG no longer supports this system."
711,7-1-2004,2003.39,Coordinate Reference System,62296405,4229,"EPSG no longer supports this system."
715,7-1-2004,2003.39,Coordinate Reference System,62316405,4231,"EPSG no longer supports this system."
740,7-1-2004,2003.39,Coordinate Reference System,62586405,4258,"EPSG no longer supports this system."
741,7-1-2004,2003.39,Coordinate Reference System,62586413,4258,"EPSG no longer supports this system."
692,7-1-2004,2003.39,Coordinate Reference System,62076405,4207,"EPSG no longer supports this system."
729,7-1-2004,2003.39,Coordinate Reference System,62476405,4247,"EPSG no longer supports this system."
731,7-1-2004,2003.39,Coordinate Reference System,62496405,4249,"EPSG no longer supports this system."
732,7-1-2004,2003.39,Coordinate Reference System,62506405,4250,"EPSG no longer supports this system."
733,7-1-2004,2003.39,Coordinate Reference System,62516405,4251,"EPSG no longer supports this system."
797,7-1-2004,2003.39,Coordinate Reference System,63196405,4319,"EPSG no longer supports this system."
873,7-1-2004,2003.39,Coordinate Reference System,66616405,4661,"EPSG no longer supports this system."
874,7-1-2004,2003.39,Coordinate Reference System,66616413,4661,"EPSG no longer supports this system."
878,7-1-2004,2003.39,Coordinate Reference System,66666405,4666,"EPSG no longer supports this system."
883,7-1-2004,2003.39,Coordinate Reference System,68036405,4803,"EPSG no longer supports this system."
600,7-1-2004,2003.39,Coordinate Reference System,61266405,4126,"EPSG no longer supports this system."
601,7-1-2004,2003.39,Coordinate Reference System,61266413,4126,"EPSG no longer supports this system."
603,7-1-2004,2003.39,Coordinate Reference System,61286405,4128,"EPSG no longer supports this system."
620,7-1-2004,2003.39,Coordinate Reference System,61426405,4142,"EPSG no longer supports this system."
667,7-1-2004,2003.39,Coordinate Reference System,61816405,4181,"EPSG no longer supports this system."
734,7-1-2004,2003.39,Coordinate Reference System,62526405,4252,"EPSG no longer supports this system."
735,7-1-2004,2003.39,Coordinate Reference System,62536405,4253,"EPSG no longer supports this system."
738,7-1-2004,2003.39,Coordinate Reference System,62566405,4256,"EPSG no longer supports this system."
739,7-1-2004,2003.39,Coordinate Reference System,62576405,4257,"EPSG no longer supports this system."
771,7-1-2004,2003.39,Coordinate Reference System,62886405,4288,"EPSG no longer supports this system."
894,7-1-2004,2003.39,Coordinate Reference System,69036405,4903,"EPSG no longer supports this system."
748,7-1-2004,2003.39,Coordinate Reference System,62666405,4266,"EPSG no longer supports this system."
749,7-1-2004,2003.39,Coordinate Reference System,62676405,4267,"EPSG no longer supports this system."
750,7-1-2004,2003.39,Coordinate Reference System,62686405,4268,"EPSG no longer supports this system."
751,7-1-2004,2003.39,Coordinate Reference System,62696405,4269,"EPSG no longer supports this system."
824,7-1-2004,2003.39,Coordinate Reference System,66086405,4608,"EPSG no longer supports this system."
825,7-1-2004,2003.39,Coordinate Reference System,66096405,4609,"EPSG no longer supports this system."
632,7-1-2004,2003.39,Coordinate Reference System,61526405,4152,"EPSG no longer supports this system."
633,7-1-2004,2003.39,Coordinate Reference System,61526413,4152,"EPSG no longer supports this system."
639,7-1-2004,2003.39,Coordinate Reference System,61586405,4158,"EPSG no longer supports this system."
752,7-1-2004,2003.39,Coordinate Reference System,62706405,4270,"EPSG no longer supports this system."
753,7-1-2004,2003.39,Coordinate Reference System,62716405,4271,"EPSG no longer supports this system."
755,7-1-2004,2003.39,Coordinate Reference System,62736405,4273,"EPSG no longer supports this system."
796,7-1-2004,2003.39,Coordinate Reference System,63186405,4318,"EPSG no longer supports this system."
864,7-1-2004,2003.39,Coordinate Reference System,66446405,4644,"EPSG no longer supports this system."
649,7-1-2004,2003.39,Coordinate Reference System,61676405,4167,"EPSG no longer supports this system."
757,7-1-2004,2003.39,Coordinate Reference System,62756405,4275,"EPSG no longer supports this system."
758,7-1-2004,2003.39,Coordinate Reference System,62766405,4276,"EPSG no longer supports this system."
785,7-1-2004,2003.39,Coordinate Reference System,63076405,4307,"EPSG no longer supports this system."
604,7-1-2004,2003.39,Coordinate Reference System,61296405,4129,"EPSG no longer supports this system."
611,7-1-2004,2003.39,Coordinate Reference System,61356405,4135,"EPSG no longer supports this system."
642,7-1-2004,2003.39,Coordinate Reference System,61616405,4161,"EPSG no longer supports this system."
671,7-1-2004,2003.39,Coordinate Reference System,61886405,4188,"EPSG no longer supports this system."
754,7-1-2004,2003.39,Coordinate Reference System,62726405,4272,"EPSG no longer supports this system."
759,7-1-2004,2003.39,Coordinate Reference System,62776405,4277,"EPSG no longer supports this system."
760,7-1-2004,2003.39,Coordinate Reference System,62786405,4278,"EPSG no longer supports this system."
761,7-1-2004,2003.39,Coordinate Reference System,62796405,4279,"EPSG no longer supports this system."
762,7-1-2004,2003.39,Coordinate Reference System,62806405,4280,"EPSG no longer supports this system."
764,7-1-2004,2003.39,Coordinate Reference System,62816405,4281,"EPSG no longer supports this system."
887,7-1-2004,2003.39,Coordinate Reference System,68086405,4808,"EPSG no longer supports this system."
610,7-1-2004,2003.39,Coordinate Reference System,61346405,4134,"EPSG no longer supports this system."
674,7-1-2004,2003.39,Coordinate Reference System,61906405,4190,"EPSG no longer supports this system."
675,7-1-2004,2003.39,Coordinate Reference System,61906413,4190,"EPSG no longer supports this system."
765,7-1-2004,2003.39,Coordinate Reference System,62826405,4282,"EPSG no longer supports this system."
832,7-1-2004,2003.39,Coordinate Reference System,66156405,4615,"EPSG no longer supports this system."
837,7-1-2004,2003.39,Coordinate Reference System,66206405,4620,"EPSG no longer supports this system."
844,7-1-2004,2003.39,Coordinate Reference System,66266405,4626,"EPSG no longer supports this system."
855,7-1-2004,2003.39,Coordinate Reference System,66366405,4636,"EPSG no longer supports this system."
856,7-1-2004,2003.39,Coordinate Reference System,66376405,4637,"EPSG no longer supports this system."
875,7-1-2004,2003.39,Coordinate Reference System,66636405,4663,"EPSG no longer supports this system."
615,7-1-2004,2003.39,Coordinate Reference System,61396405,4139,"EPSG no longer supports this system."
730,7-1-2004,2003.39,Coordinate Reference System,62486405,4248,"EPSG no longer supports this system."
767,7-1-2004,2003.39,Coordinate Reference System,62846405,4284,"EPSG no longer supports this system."
664,7-1-2004,2003.39,Coordinate Reference System,61796405,4179,"EPSG no longer supports this system."
663,7-1-2004,2003.39,Coordinate Reference System,61786405,4178,"EPSG no longer supports this system."
685,7-1-2004,2003.39,Coordinate Reference System,62006405,4200,"EPSG no longer supports this system."
634,7-1-2004,2003.39,Coordinate Reference System,61536405,4153,"EPSG no longer supports this system."
679,7-1-2004,2003.39,Coordinate Reference System,61946405,4194,"EPSG no longer supports this system."
769,7-1-2004,2003.39,Coordinate Reference System,62856405,4285,"EPSG no longer supports this system."
770,7-1-2004,2003.39,Coordinate Reference System,62866405,4286,"EPSG no longer supports this system."
831,7-1-2004,2003.39,Coordinate Reference System,66146405,4614,"EPSG no longer supports this system."
655,7-1-2004,2003.39,Coordinate Reference System,61716405,4171,"EPSG no longer supports this system."
656,7-1-2004,2003.39,Coordinate Reference System,61716413,4171,"EPSG no longer supports this system."
672,7-1-2004,2003.39,Coordinate Reference System,61896405,4189,"EPSG no longer supports this system."
673,7-1-2004,2003.39,Coordinate Reference System,61896413,4189,"EPSG no longer supports this system."
841,7-1-2004,2003.39,Coordinate Reference System,66246405,4624,"EPSG no longer supports this system."
842,7-1-2004,2003.39,Coordinate Reference System,66246413,4624,"EPSG no longer supports this system."
865,7-1-2004,2003.39,Coordinate Reference System,66456405,4645,"EPSG no longer supports this system."
866,7-1-2004,2003.39,Coordinate Reference System,66456413,4645,"EPSG no longer supports this system."
868,7-1-2004,2003.39,Coordinate Reference System,66576405,4657,"EPSG no longer supports this system."
786,7-1-2004,2003.39,Coordinate Reference System,63086405,4308,"EPSG no longer supports this system."
845,7-1-2004,2003.39,Coordinate Reference System,66276405,4627,"EPSG no longer supports this system."
846,7-1-2004,2003.39,Coordinate Reference System,66276413,4627,"EPSG no longer supports this system."
859,7-1-2004,2003.39,Coordinate Reference System,66406405,4640,"EPSG no longer supports this system."
860,7-1-2004,2003.39,Coordinate Reference System,66406413,4640,"EPSG no longer supports this system."
890,7-1-2004,2003.39,Coordinate Reference System,68146405,4814,"EPSG no longer supports this system."
599,7-1-2004,2003.39,Coordinate Reference System,61246405,4124,"EPSG no longer supports this system."
680,7-1-2004,2003.39,Coordinate Reference System,61956405,4195,"EPSG no longer supports this system."
773,7-1-2004,2003.39,Coordinate Reference System,62926405,4292,"EPSG no longer supports this system."
774,7-1-2004,2003.39,Coordinate Reference System,62936405,4293,"EPSG no longer supports this system."
830,7-1-2004,2003.39,Coordinate Reference System,66136405,4613,"EPSG no longer supports this system."
834,7-1-2004,2003.39,Coordinate Reference System,66186405,4618,"EPSG no longer supports this system."
839,7-1-2004,2003.39,Coordinate Reference System,66226405,4622,"EPSG no longer supports this system."
857,7-1-2004,2003.39,Coordinate Reference System,66386405,4638,"EPSG no longer supports this system."
893,7-1-2004,2003.39,Coordinate Reference System,68206405,4820,"EPSG no longer supports this system."
653,7-1-2004,2003.39,Coordinate Reference System,61706405,4170,"EPSG no longer supports this system."
654,7-1-2004,2003.39,Coordinate Reference System,61706413,4170,"EPSG no longer supports this system."
659,7-1-2004,2003.39,Coordinate Reference System,61746405,4174,"EPSG no longer supports this system."
660,7-1-2004,2003.39,Coordinate Reference System,61756405,4175,"EPSG no longer supports this system."
775,7-1-2004,2003.39,Coordinate Reference System,62956405,4295,"EPSG no longer supports this system."
833,7-1-2004,2003.39,Coordinate Reference System,66166405,4616,"EPSG no longer supports this system."
637,7-1-2004,2003.39,Coordinate Reference System,61566405,4156,"EPSG no longer supports this system."
646,7-1-2004,2003.39,Coordinate Reference System,61646405,4164,"EPSG no longer supports this system."
892,7-1-2004,2003.39,Coordinate Reference System,68186405,4818,"EPSG no longer supports this system."
612,7-1-2004,2003.39,Coordinate Reference System,61366405,4136,"EPSG no longer supports this system."
613,7-1-2004,2003.39,Coordinate Reference System,61376405,4137,"EPSG no longer supports this system."
614,7-1-2004,2003.39,Coordinate Reference System,61386405,4138,"EPSG no longer supports this system."
821,7-1-2004,2003.39,Coordinate Reference System,66056405,4605,"EPSG no longer supports this system."
822,7-1-2004,2003.39,Coordinate Reference System,66066405,4606,"EPSG no longer supports this system."
823,7-1-2004,2003.39,Coordinate Reference System,66076405,4607,"EPSG no longer supports this system."
835,7-1-2004,2003.39,Coordinate Reference System,66196405,4619,"EPSG no longer supports this system."
836,7-1-2004,2003.39,Coordinate Reference System,66196413,4619,"EPSG no longer supports this system."
854,7-1-2004,2003.39,Coordinate Reference System,66356405,4635,"EPSG no longer supports this system."
862,7-1-2004,2003.39,Coordinate Reference System,66426405,4642,"EPSG no longer supports this system."
863,7-1-2004,2003.39,Coordinate Reference System,66436405,4643,"EPSG no longer supports this system."
602,7-1-2004,2003.39,Coordinate Reference System,61276405,4127,"EPSG no longer supports this system."
776,7-1-2004,2003.39,Coordinate Reference System,62976405,4297,"EPSG no longer supports this system."
777,7-1-2004,2003.39,Coordinate Reference System,62986405,4298,"EPSG no longer supports this system."
778,7-1-2004,2003.39,Coordinate Reference System,62996405,4299,"EPSG no longer supports this system."
779,7-1-2004,2003.39,Coordinate Reference System,63006405,4300,"EPSG no longer supports this system."
780,7-1-2004,2003.39,Coordinate Reference System,63016405,4301,"EPSG no longer supports this system."
782,7-1-2004,2003.39,Coordinate Reference System,63036405,4303,"EPSG no longer supports this system."
847,7-1-2004,2003.39,Coordinate Reference System,66286405,4628,"EPSG no longer supports this system."
848,7-1-2004,2003.39,Coordinate Reference System,66296405,4629,"EPSG no longer supports this system."
781,7-1-2004,2003.39,Coordinate Reference System,63026405,4302,"EPSG no longer supports this system."
783,7-1-2004,2003.39,Coordinate Reference System,63046405,4304,"EPSG no longer supports this system."
798,7-1-2004,2003.39,Coordinate Reference System,63226405,4322,"EPSG no longer supports this system."
799,7-1-2004,2003.39,Coordinate Reference System,63246405,4324,"EPSG no longer supports this system."
800,7-1-2004,2003.39,Coordinate Reference System,63266405,4326,"EPSG no longer supports this system."
801,7-1-2004,2003.39,Coordinate Reference System,63266406,4326,"EPSG no longer supports this system."
802,7-1-2004,2003.39,Coordinate Reference System,63266407,4326,"EPSG no longer supports this system."
803,7-1-2004,2003.39,Coordinate Reference System,63266408,4326,"EPSG no longer supports this system."
804,7-1-2004,2003.39,Coordinate Reference System,63266409,4326,"EPSG no longer supports this system."
805,7-1-2004,2003.39,Coordinate Reference System,63266410,4326,"EPSG no longer supports this system."
896,6-1-2004,2003.39,Coordinate_Operation,101,NaN,"No longer supported by EPSG."
897,6-1-2004,2003.39,Coordinate_Operation,102,NaN,"No longer supported by EPSG."
920,6-1-2004,2003.39,Coordinate System,6405,NaN,"No longer supported by EPSG."
919,6-1-2004,2003.39,Coordinate System,6406,NaN,"No longer supported by EPSG."
922,6-1-2004,2003.39,Coordinate System,6408,NaN,"No longer supported by EPSG."
923,6-1-2004,2003.39,Coordinate System,6409,NaN,"No longer supported by EPSG."
917,6-1-2004,2003.39,Coordinate System,6401,NaN,"No longer supported by EPSG."
918,6-1-2004,2003.39,Coordinate System,6402,NaN,"No longer supported by EPSG."
921,6-1-2004,2003.39,Coordinate System,6407,NaN,"No longer supported by EPSG."
924,6-1-2004,2003.39,Coordinate System,6410,NaN,"No longer supported by EPSG."
925,6-1-2004,2003.39,Coordinate System,6411,NaN,"No longer supported by EPSG."
926,6-1-2004,2003.39,Coordinate System,6412,NaN,"No longer supported by EPSG."
927,6-1-2004,2003.39,Coordinate System,6413,NaN,"No longer supported by EPSG."
928,6-1-2004,2003.39,Coordinate System,6414,NaN,"No longer supported by EPSG."
