COORD_OP_CODE,COORD_OP_NAME,COORD_OP_TYPE,SOURCE_CRS_CODE,TARGET_CRS_CODE,COORD_TFM_VERSION,COORD_OP_VARIANT,AREA_OF_USE_CODE,COORD_OP_SCOPE,COORD_OP_ACCURACY,COORD_OP_METHOD_CODE,UOM_CODE_SOURCE_COORD_DIFF,UOM_CODE_TARGET_COORD_DIFF,REMARKS,INFORMATION_SOURCE,DATA_SOURCE,REVISION_DATE,CHANGE_ID,SHOW_OPERATION,DEPRECATED
16119,UTM zone 19S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16120,UTM zone 20S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16121,UTM zone 21S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16122,UTM zone 22S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16123,UTM zone 23S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16124,UTM zone 24S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16125,UTM zone 25S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16126,UTM zone 26S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16127,UTM zone 27S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16128,UTM zone 28S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16129,UTM zone 29S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16130,UTM zone 30S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16131,UTM zone 31S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16132,UTM zone 32S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16133,UTM zone 33S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16134,UTM zone 34S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16003,UTM zone 3N,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16004,UTM zone 4N,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16005,UTM zone 5N,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16006,UTM zone 6N,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16007,UTM zone 7N,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16008,UTM zone 8N,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16009,UTM zone 9N,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16036,UTM zone 36N,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16037,UTM zone 37N,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16038,UTM zone 38N,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16039,UTM zone 39N,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16040,UTM zone 40N,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16041,UTM zone 41N,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16042,UTM zone 42N,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16043,UTM zone 43N,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16044,UTM zone 44N,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16045,UTM zone 45N,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16046,UTM zone 46N,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16047,UTM zone 47N,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16048,UTM zone 48N,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16049,UTM zone 49N,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16050,UTM zone 50N,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16051,UTM zone 51N,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16052,UTM zone 52N,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16053,UTM zone 53N,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16054,UTM zone 54N,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16055,UTM zone 55N,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16056,UTM zone 56N,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16057,UTM zone 57N,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16058,UTM zone 58N,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16059,UTM zone 59N,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16060,UTM zone 60N,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16103,UTM zone 3S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16104,UTM zone 4S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16105,UTM zone 5S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16106,UTM zone 6S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16107,UTM zone 7S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16108,UTM zone 8S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16109,UTM zone 9S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16135,UTM zone 35S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16136,UTM zone 36S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16137,UTM zone 37S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16138,UTM zone 38S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16139,UTM zone 39S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16140,UTM zone 40S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16141,UTM zone 41S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16142,UTM zone 42S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16143,UTM zone 43S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16144,UTM zone 44S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16145,UTM zone 45S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16146,UTM zone 46S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16147,UTM zone 47S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16148,UTM zone 48S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16149,UTM zone 49S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16150,UTM zone 50S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16151,UTM zone 51S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16152,UTM zone 52S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16153,UTM zone 53S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16154,UTM zone 54S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16155,UTM zone 55S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16156,UTM zone 56S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16157,UTM zone 57S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16158,UTM zone 58S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16159,UTM zone 59S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
16160,UTM zone 60S,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.280,1,0
19900,Bahrain State Grid,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.300,1,0
19908,Irish National Grid,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.300 1996.290,1,1
18151,Nigeria West Belt,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.300 1996.290,1,0
18152,Nigeria Mid Belt,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.300 1996.290,1,0
18153,Nigeria East Belt,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.300 1996.290,1,0
18161,Peru west zone,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.300 1996.290,1,0
18162,Peru central zone,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.300 1996.290,1,0
18163,Peru east zone,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.300 1996.290,1,0
19919,Qatar National Grid,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.300 1996.290,1,0
18072,Egypt Red Belt,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.300,1,0
18073,Egypt Purple Belt,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.300,1,0
18074,Egypt Extended Purple Belt,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN,EPSG,2-12-1995,1995.300,1,0
10101,Alabama CS27 East zone,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,USGS Professional Paper #1395,EPSG,2-12-1995,1995.300 1996.290,1,0
10102,Alabama CS27 West zone,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,USGS Professional Paper #1395,EPSG,2-12-1995,1995.300 1996.290,1,0
15002,Alaska CS27 zone 2,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,USGS Professional Paper #1395,EPSG,2-12-1995,1995.300 1996.290,1,0
10202,Arizona Coordinate System Central zone,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,USGS Professional Paper #1395,EPSG,2-12-1995,1995.300 1996.290,1,0
15003,Alaska CS27 zone 3,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,USGS Professional Paper #1395,EPSG,2-12-1995,1995.300 1996.290,1,0
15004,Alaska CS27 zone 4,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,USGS Professional Paper #1395,EPSG,2-12-1995,1995.300 1996.290,1,0
15005,Alaska CS27 zone 5,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,USGS Professional Paper #1395,EPSG,2-12-1995,1995.300 1996.290,1,0
15006,Alaska CS27 zone 6,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,USGS Professional Paper #1395,EPSG,2-12-1995,1995.300 1996.290,1,0
15007,Alaska CS27 zone 7,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,USGS Professional Paper #1395,EPSG,2-12-1995,1995.300 1996.290,1,0
15008,Alaska CS27 zone 8,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,USGS Professional Paper #1395,EPSG,2-12-1995,1995.300 1996.290,1,0
15009,Alaska CS27 zone 9,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,USGS Professional Paper #1395,EPSG,2-12-1995,1995.300 1996.290,1,0
15101,Hawaii CS27 zone 1,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,USGS Professional Paper #1395,EPSG,2-12-1995,1995.300 1996.290,1,0
15102,Hawaii CS27 zone 2,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,USGS Professional Paper #1395,EPSG,2-12-1995,1995.300 1996.290,1,0
15103,Hawaii CS27 zone 3,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,USGS Professional Paper #1395,EPSG,2-12-1995,1995.300 1996.290,1,0
15104,Hawaii CS27 zone 4,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,USGS Professional Paper #1395,EPSG,2-12-1995,1995.300 1996.290,1,0
15105,Hawaii CS27 zone 5,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,USGS Professional Paper #1395,EPSG,2-12-1995,1995.300 1996.290,1,0
12301,Mississippi CS27 East zone,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,USGS Professional Paper #1395,EPSG,2-12-1995,1995.300 1996.290,1,0
12302,Mississippi CS27 West zone,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,USGS Professional Paper #1395,EPSG,2-12-1995,1995.300 1996.290,1,0
12402,Missouri CS27 Central zone,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,USGS Professional Paper #1395,EPSG,2-12-1995,1995.300 1996.290,1,0
13002,New Mexico CS27 Central zone,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,USGS Professional Paper #1395,EPSG,2-12-1995,1995.300 1996.290,1,0
13102,New York CS27 Central zone,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,USGS Professional Paper #1395,EPSG,2-12-1995,1995.300 1996.290,1,0
6994,City and County of San Francisco CS13 (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,"San Francisco Enterprise GIS Program, Department of Technology, City and County of San Francisco.",EPSG,18-11-2014,2014.084 2015.037,1,1
