DEPRECATION_ID,DEPRECATION_DATE,CHANGE_ID,OBJECT_TABLE_NAME,OBJECT_CODE,REPLACED_BY,DEPRECATION_REASON
54,15-08-2001,2001.227,Coordinate_Operation,8565,1692,Replaced this two-step concatenated tfm which includes a step giving zero coordinate change with a single tfm.
55,15-08-2001,2001.227,Coordinate_Operation,8243,1693,Replaced this two-step concatenated tfm which includes a step giving zero coordinate change with a single tfm.
56,15-08-2001,2001.227,Coordinate_Operation,8245,1693,Replaced this two-step concatenated tfm which includes a step giving zero coordinate change with a single tfm.
57,15-08-2001,2001.227,Coordinate_Operation,8574,1694,Replaced this two-step concatenated tfm which includes a step giving zero coordinate change with a single tfm.
58,15-08-2001,2001.227,Coordinate_Operation,8575,1695,Replaced this two-step concatenated tfm which includes a step giving zero coordinate change with a single tfm.
59,15-08-2001,2001.227,Coordinate_Operation,8566,1696,Replaced this two-step concatenated tfm which includes a step giving zero coordinate change with a single tfm.
60,15-08-2001,2001.227,Coordinate_Operation,8421,1697,Replaced this two-step concatenated tfm which includes a step giving zero coordinate change with a single tfm.
61,15-08-2001,2001.227,Coordinate_Operation,8388,1698,Replaced this two-step concatenated tfm which includes a step giving zero coordinate change with a single tfm.
62,15-08-2001,2001.227,Coordinate_Operation,8390,1699,Replaced this two-step concatenated tfm which includes a step giving zero coordinate change with a single tfm.
63,15-08-2001,2001.227,Coordinate_Operation,8392,1700,Replaced this two-step concatenated tfm which includes a step giving zero coordinate change with a single tfm.
64,15-08-2001,2001.227,Coordinate_Operation,8422,1702,Replaced this two-step concatenated tfm which includes a step giving zero coordinate change with a single tfm.
65,15-08-2001,2001.226,Coordinate_Operation,8215,1683,Replaced this two-step concatenated tfm which includes a step giving zero coordinate change with a single tfm.
66,15-08-2001,2001.226,Coordinate_Operation,8217,1684,Replaced this two-step concatenated tfm which includes a step giving zero coordinate change with a single tfm.
67,15-08-2001,2001.226,Coordinate_Operation,8219,1685,Replaced this two-step concatenated tfm which includes a step giving zero coordinate change with a single tfm.
68,15-08-2001,2001.226,Coordinate_Operation,8221,1686,Replaced this two-step concatenated tfm which includes a step giving zero coordinate change with a single tfm.
69,15-08-2001,2001.226,Coordinate_Operation,8223,1687,Replaced this two-step concatenated tfm which includes a step giving zero coordinate change with a single tfm.
70,15-08-2001,2001.225,Coordinate_Operation,8530,1682,Replaced this two-step concatenated tfm which includes a step giving zero coordinate change with a single tfm.
71,05-06-2001,2001.18,Coordinate Reference System,31267,31277,ProjCRS related to inappropriate projection (coordinate operation) and CS resulting in incorrect scale factor and axes order and abbreviation.
72,05-06-2001,2001.18,Coordinate Reference System,31268,31278,ProjCRS related to inappropriate projection (coordinate operation) and CS resulting in incorrect scale factor and axes order and abbreviation.
73,28-08-2001,2001.31,Coordinate Reference System,31278,31279,ProjCRS related to incorrect projection.
74,05-06-2001,2001.182,Coordinate Reference System,31291,31281,ProjCRS related to inappropriate coordinate system resulting in incorrect axes.
75,05-06-2001,2001.182,Coordinate Reference System,31292,31282,ProjCRS related to inappropriate coordinate system resulting in incorrect axes.
76,05-06-2001,2001.182,Coordinate Reference System,31293,31283,ProjCRS related to inappropriate coordinate system resulting in incorrect axes.
77,05-06-2001,2001.182,Coordinate Reference System,31294,31284,ProjCRS related to inappropriate coordinate system resulting in incorrect axes.
78,05-06-2001,2001.182,Coordinate Reference System,31295,31285,ProjCRS related to inappropriate coordinate system resulting in incorrect axes.
79,05-06-2001,2001.182,Coordinate Reference System,31296,31286,ProjCRS related to inappropriate coordinate system resulting in incorrect axes.
80,05-06-2001,2001.182,Coordinate Reference System,31297,31287,ProjCRS related to inappropriate coordinate system resulting in incorrect axes.
81,05-06-2001,2001.183,Coordinate_Operation,1471,1618,Error in signs of all transformation parameter values and for scale factor also incorrect units.
82,15-08-2001,2001.122,Coordinate_Operation,1310,1674,Change of source CRS.
83,28-08-2001,2001.4,Coordinate_Operation,8497,,Invalid concatenation: area of use of steps 1 and 2 do not overlap.
84,04-10-2001,2001.39,Coordinate_Operation,1258,1755,Change to tfm name.
85,04-10-2001,2001.39,Coordinate_Operation,1259,1756,Correction to name.
86,04-10-2001,2001.39,Coordinate_Operation,1261,1757,Correction to name.
87,04-10-2001,2001.39,Coordinate_Operation,1263,1758,Correction to name.
88,04-10-2001,2001.39,Coordinate_Operation,1268,1759,Change of tfm name.
89,04-10-2001,2001.39,Coordinate_Operation,1269,1760,Correction to name.
90,04-10-2001,2001.39,Coordinate_Operation,1270,1761,Correction to name.
91,04-10-2001,2001.39,Coordinate_Operation,1466,1762,Correction to name.
92,04-10-2001,2001.39,Coordinate_Operation,1467,1763,Correction to name.
93,04-10-2001,2001.39,Coordinate_Operation,1468,1764,Correction to name.
94,04-10-2001,2001.39,Coordinate_Operation,1519,1765,Change to tfm name.
95,28-08-2001,2001.38,Coordinate_Operation,1534,1754,Incorrect unit assigned to scale difference parameter value.
96,28-08-2001,2001.35,Coordinate_Operation,1602,1752,Incorrect source geogCRS code assigned.
97,28-08-2001,2001.34,Coordinate_Operation,1571,1751,Incorrect source and target geogCRS codes assigned.
98,28-08-2001,2001.23,Coordinate_Operation,1567,1701,Incorrect parameter value for z-axis rotation.
99,15-08-2001,2001.228,Coordinate_Operation,8386,8582,Changed second step from zero to HARN.
100,15-08-2001,2001.228,Coordinate_Operation,8402,8583,Changed second step from zero to HARN.
101,15-08-2001,2001.227,Coordinate_Operation,8418,1688,Replaced this two-step concatenated tfm which includes a step giving zero coordinate change with a single tfm.
102,15-08-2001,2001.227,Coordinate_Operation,8419,1689,Replaced this two-step concatenated tfm which includes a step giving zero coordinate change with a single tfm.
103,15-08-2001,2001.227,Coordinate_Operation,8406,1690,Replaced this two-step concatenated tfm which includes a step giving zero coordinate change with a single tfm.
104,15-08-2001,2001.227,Coordinate_Operation,8394,1691,Replaced this two-step concatenated tfm which includes a step giving zero coordinate change with a single tfm.
105,06-11-2001,2001.48,Coordinate_Operation,19908,19972,Change name.
106,28-08-2001,2001.48,Coordinate Reference System,29900,29902,Change name.
107,05-06-2001,2001.181,Area,1628,,Invalid area - country does not extend into this longitude range..
108,15-08-2001,2001.227,Coordinate_Operation,8420,1703,Replaced this two-step concatenated tfm which includes a step giving zero coordinate change with a single tfm.
109,28-08-2001,2001.32,Coordinate Reference System,2155,2194,Dependent upon deprecated coordinate operation 15300.
112,15-08-2001,2001.221,Coordinate_Operation,8190,15788,Replaced this two-step concatenated tfm which includes a step giving zero coordinate change with a single tfm.
117,13-11-1997,1997.372,Datum,5107,5120,Replace this general name with specific.
135,15-08-2001,2001.221,Coordinate_Operation,8190,1667,Replaced this two-step concatenated tfm which includes a step giving zero coordinate change with a single tfm.
142,15-08-2001,2001.221,Coordinate_Operation,8578,15786,Replaced this two-step concat tfm which includes a step giving zero coordinate change with a single tfm. The AGD66 to GDA94 state tfm 1596 upon which this tfm is based has been absorbed into national tfm 1803 from which 15786 is copied.
160,28-08-2001,2001.47,Datum,6226,6143,Does not exist except as an alias of 6142 and 6143.
161,05-06-2001,2001.11,Coordinate Reference System,4226,4143,Does not exist except as an alias of 4142 and 4143.
229,15-08-2001,2001.221,Coordinate_Operation,8190,1668,Replaced this two-step concatenated tfm which includes a step giving zero coordinate change with a single tfm.
233,13-11-1997,1997.372,Datum,5107,5119,Replace this general name with specific.
237,06-11-2001,2001.53,Datum,6172,6190,Original name POSGAR is ambiguous given 1994 and 1998 adjustments.
240,06-11-2001,2001.53,Coordinate Reference System,4172,4190,Original name POSGAR is ambiguous given 1994 and 1998 adjustments.
242,06-11-2001,2001.53,Coordinate_Operation,1598,1773,Dependent upon deprecated source CRS 4172.
244,06-11-2001,2001.54,Coordinate Reference System,27581,27571,Changed projCRS name.
245,06-11-2001,2001.54,Coordinate Reference System,27582,27572,Changed projCRS name.
246,06-11-2001,2001.54,Coordinate Reference System,27583,27573,Changed projCRS name.
247,06-11-2001,2001.54,Coordinate Reference System,27584,27574,Changed projCRS name.
248,06-11-2001,2001.54,Coordinate Reference System,27591,27561,Changed projCRS name.
249,06-11-2001,2001.54,Coordinate Reference System,27592,27562,Changed projCRS name.
250,06-11-2001,2001.54,Coordinate Reference System,27593,27563,Changed projCRS name.
251,06-11-2001,2001.54,Coordinate Reference System,27594,27564,Changed projCRS name.
260,06-11-2001,2001.54,Coordinate Reference System,7401,7411,Dependent projCRS name changed.
261,06-11-2001,2001.54,Coordinate Reference System,7402,7412,Dependent projCRS name changed.
262,06-11-2001,2001.54,Coordinate Reference System,7403,7413,Dependent projCRS name changed.
266,21-01-2001,2006.62,Ellipsoid,7006,7046,Change of axis unit from International metre to German Legal Metre to reflect local usage.
268,06-11-2001,2001.45,Coordinate Reference System,32036,2204,Deprecation of constituent map projection 11631 which was in error.
270,06-11-2001,2001.45,Coordinate Reference System,26979,2205,Deprecation of constituent map projection 14100 which was in error.
274,18-01-2002,2002.01,Datum,6228,6192,Incorrect ellipsoid attached.
276,18-01-2002,2002.01,Datum,6260,6193,Incorrect ellipsoid attached.
278,18-01-2002,2002.01,Coordinate Reference System,4228,4192,Dependent datum 6228 in error.
280,18-01-2002,2002.01,Coordinate Reference System,4260,4193,Dependent datum 6260 in error.
282,18-01-2002,2002.01,Coordinate Reference System,22832,2214,Base geogCRS 4228 deprecated due to datum error.
285,18-01-2002,2001.17,Datum,6287,6194,Change of name.
287,18-01-2002,2001.17,Coordinate Reference System,4287,4194,Change of name (adjustment date added).
288,18-01-2002,2001.17,Coordinate_Operation,1211,1797,Dependent source CRS name changed.
290,12-02-2002,2002.01,Datum,6234,6197,Incorrect ellipsoid attached.
291,12-02-2002,2002.21,Coordinate Reference System,32074,32064,Change name to include unit abbreviation per US State Plane CRSs.
294,12-02-2002,2002.21,Coordinate Reference System,32075,32065,Change name to include unit abbreviation per US State Plane CRSs.
295,12-02-2002,2002.21,Coordinate Reference System,32076,32066,Change name to include unit abbreviation per US State Plane CRSs.
296,12-02-2002,2002.21,Coordinate Reference System,32077,32067,Change name to include unit abbreviation per US State Plane CRSs.
297,15-03-2002,2002.29,Coordinate_Operation,1819,1754,Duplication of data already given in transformation 1754.
298,22-06-2002,2002.16,Coordinate Reference System,5704,5736,Change of name following readjustment.
299,22-06-2002,2002.16,Coordinate Reference System,21473,21453,Change of CRS name to indicate longitude of origin.
300,22-06-2002,2002.16,Coordinate Reference System,21474,21454,Change of CRS name to indicate longitude of origin.
301,22-06-2002,2002.16,Coordinate Reference System,21475,21455,Change of CRS name to indicate longitude of origin.
302,22-06-2002,2002.16,Coordinate Reference System,21476,21456,Change of CRS name to indicate longitude of origin.
303,22-06-2002,2002.16,Coordinate Reference System,21477,21457,Change of CRS name to indicate longitude of origin.
304,22-06-2002,2002.16,Coordinate Reference System,21478,21458,Change of CRS name to indicate longitude of origin.
305,22-06-2002,2002.16,Coordinate Reference System,21479,21459,Change of CRS name to indicate longitude of origin.
306,22-06-2002,2002.16,Coordinate Reference System,21480,21460,Change of CRS name to indicate longitude of origin.
307,22-06-2002,2002.16,Coordinate Reference System,21481,21461,Change of CRS name to indicate longitude of origin.
308,22-06-2002,2002.16,Coordinate Reference System,21482,21462,Change of CRS name to indicate longitude of origin.
309,22-06-2002,2002.16,Coordinate Reference System,21483,21463,Change of CRS name to indicate longitude of origin.
311,22-06-2002,2002.36,Coordinate Reference System,2199,2462,Changed CRS name - added hyphen to Gauss-Kruger.
312,22-06-2002,2002.36,Coordinate Reference System,2166,2397,Changed CRS name - added hyphen to Gauss-Kruger.
313,22-06-2002,2002.36,Coordinate Reference System,2167,2398,Changed CRS name - added hyphen to Gauss-Kruger.
314,22-06-2002,2002.36,Coordinate Reference System,2168,2399,Changed CRS name - added hyphen to Gauss-Kruger.
315,22-06-2002,2002.36,Coordinate Reference System,2091,2395,Changed CRS name - added hyphen to Gauss-Kruger.
316,22-06-2002,2002.36,Coordinate Reference System,2092,2396,Changed CRS name - added hyphen to Gauss-Kruger.
317,22-06-2002,2002.36,Coordinate Reference System,20092,2491,Change of CRS name to indicate longitude of origin.
318,22-06-2002,2002.36,Coordinate Reference System,20091,2490,Change of CRS name to indicate longitude of origin.
319,22-06-2002,2002.36,Coordinate Reference System,20090,2489,Change of CRS name to indicate longitude of origin.
320,22-06-2002,2002.36,Coordinate Reference System,20089,2488,Change of CRS name to indicate longitude of origin.
321,22-06-2002,2002.36,Coordinate Reference System,20088,2487,Change of CRS name to indicate longitude of origin.
322,22-06-2002,2002.36,Coordinate Reference System,20087,2486,Change of CRS name to indicate longitude of origin.
323,22-06-2002,2002.36,Coordinate Reference System,20086,2485,Change of CRS name to indicate longitude of origin.
324,22-06-2002,2002.36,Coordinate Reference System,20085,2484,Change of CRS name to indicate longitude of origin.
325,22-06-2002,2002.36,Coordinate Reference System,20084,2483,Change of CRS name to indicate longitude of origin.
326,22-06-2002,2002.36,Coordinate Reference System,20083,2482,Change of CRS name to indicate longitude of origin.
327,22-06-2002,2002.36,Coordinate Reference System,20082,2481,Change of CRS name to indicate longitude of origin.
328,22-06-2002,2002.36,Coordinate Reference System,20081,2480,Change of CRS name to indicate longitude of origin.
329,22-06-2002,2002.36,Coordinate Reference System,20080,2479,Change of CRS name to indicate longitude of origin.
330,22-06-2002,2002.36,Coordinate Reference System,20079,2478,Change of CRS name to indicate longitude of origin.
331,22-06-2002,2002.36,Coordinate Reference System,20078,2477,Change of CRS name to indicate longitude of origin.
332,22-06-2002,2002.36,Coordinate Reference System,20077,2476,Change of CRS name to indicate longitude of origin.
333,22-06-2002,2002.36,Coordinate Reference System,20076,2475,Change of CRS name to indicate longitude of origin.
334,22-06-2002,2002.36,Coordinate Reference System,20075,2474,Change of CRS name to indicate longitude of origin.
335,22-06-2002,2002.36,Coordinate Reference System,20074,2473,Change of CRS name to indicate longitude of origin.
336,22-06-2002,2002.36,Coordinate Reference System,20073,2472,Change of CRS name to indicate longitude of origin.
337,22-06-2002,2002.36,Coordinate Reference System,20072,2471,Change of CRS name to indicate longitude of origin.
338,22-06-2002,2002.36,Coordinate Reference System,20071,2470,Change of CRS name to indicate longitude of origin.
339,22-06-2002,2002.36,Coordinate Reference System,20070,2469,Change of CRS name to indicate longitude of origin.
340,22-06-2002,2002.36,Coordinate Reference System,20069,2468,Change of CRS name to indicate longitude of origin.
341,22-06-2002,2002.36,Coordinate Reference System,20068,2467,Change of CRS name to indicate longitude of origin.
342,22-06-2002,2002.36,Coordinate Reference System,20067,2466,Change of CRS name to indicate longitude of origin.
343,22-06-2002,2002.36,Coordinate Reference System,20066,2465,Change of CRS name to indicate longitude of origin.
344,22-06-2002,2002.36,Coordinate Reference System,20065,2464,Change of CRS name to indicate longitude of origin.
345,22-06-2002,2002.36,Coordinate Reference System,20064,2463,Change of CRS name to indicate longitude of origin.
346,22-06-2002,2002.36,Coordinate Reference System,28462,2492,Change of CRS name to indicate longitude of origin.
347,22-06-2002,2002.36,Coordinate Reference System,28463,2493,Change of CRS name to indicate longitude of origin.
348,22-06-2002,2002.36,Coordinate Reference System,28464,2494,Change of CRS name to indicate longitude of origin.
349,22-06-2002,2002.36,Coordinate Reference System,28465,2495,Change of CRS name to indicate longitude of origin.
350,22-06-2002,2002.36,Coordinate Reference System,28466,2496,Change of CRS name to indicate longitude of origin.
351,22-06-2002,2002.36,Coordinate Reference System,28467,2497,Change of CRS name to indicate longitude of origin.
352,22-06-2002,2002.36,Coordinate Reference System,28468,2498,Change of CRS name to indicate longitude of origin.
353,22-06-2002,2002.36,Coordinate Reference System,28469,2499,Change of CRS name to indicate longitude of origin.
354,22-06-2002,2002.36,Coordinate Reference System,28470,2500,Change of CRS name to indicate longitude of origin.
355,22-06-2002,2002.36,Coordinate Reference System,28471,2501,Change of CRS name to indicate longitude of origin.
356,22-06-2002,2002.36,Coordinate Reference System,28472,2502,Change of CRS name to indicate longitude of origin.
357,22-06-2002,2002.36,Coordinate Reference System,28473,2503,Change of CRS name to indicate longitude of origin.
358,22-06-2002,2002.36,Coordinate Reference System,28474,2504,Change of CRS name to indicate longitude of origin.
359,22-06-2002,2002.36,Coordinate Reference System,28475,2505,Change of CRS name to indicate longitude of origin.
360,22-06-2002,2002.36,Coordinate Reference System,28476,2506,Change of CRS name to indicate longitude of origin.
361,22-06-2002,2002.36,Coordinate Reference System,28477,2507,Change of CRS name to indicate longitude of origin.
362,22-06-2002,2002.36,Coordinate Reference System,28478,2508,Change of CRS name to indicate longitude of origin.
363,22-06-2002,2002.36,Coordinate Reference System,28479,2509,Change of CRS name to indicate longitude of origin.
364,22-06-2002,2002.36,Coordinate Reference System,28480,2510,Change of CRS name to indicate longitude of origin.
365,22-06-2002,2002.36,Coordinate Reference System,28481,2511,Change of CRS name to indicate longitude of origin.
366,22-06-2002,2002.36,Coordinate Reference System,28482,2512,Change of CRS name to indicate longitude of origin.
367,22-06-2002,2002.36,Coordinate Reference System,28483,2513,Change of CRS name to indicate longitude of origin.
368,22-06-2002,2002.36,Coordinate Reference System,28484,2514,Change of CRS name to indicate longitude of origin.
369,22-06-2002,2002.36,Coordinate Reference System,28485,2515,Change of CRS name to indicate longitude of origin.
370,22-06-2002,2002.36,Coordinate Reference System,28486,2516,Change of CRS name to indicate longitude of origin.
371,22-06-2002,2002.36,Coordinate Reference System,28487,2517,Change of CRS name to indicate longitude of origin.
372,22-06-2002,2002.36,Coordinate Reference System,28488,2518,Change of CRS name to indicate longitude of origin.
373,22-06-2002,2002.36,Coordinate Reference System,28489,2519,Change of CRS name to indicate longitude of origin.
374,22-06-2002,2002.36,Coordinate Reference System,28490,2520,Change of CRS name to indicate longitude of origin.
375,22-06-2002,2002.36,Coordinate Reference System,28491,2521,Change of CRS name to indicate longitude of origin.
376,22-06-2002,2002.36,Coordinate Reference System,28492,2522,Change of CRS name to indicate longitude of origin.
377,22-06-2002,2002.32,Coordinate_Operation,1316,1796,Change of source CRS name.
378,22-06-2002,2002.4,Coordinate_Operation,1335,1827,Incorrect unit for latitude offset.
379,22-06-2002,2002.37,Coordinate_Operation,1273,1829,Published with incorrect sign of transformation parameter values for direction of transformation.
380,22-06-2002,2002.37,Coordinate_Operation,1677,1830,Error in in sign of dX relative to source transformation 1273. Tfm 1273 from which this tfm taken was published with incorrect sign of transformation parameter values (other than dX) for direction of transformation.
381,22-06-2002,2002.151,Datum,6294,6613,Change of spelling of name.
382,22-06-2002,2002.151,Coordinate Reference System,4294,4613,Change of spelling of name.
383,22-06-2002,2002.151,Coordinate_Operation,1286,1834,Change of spelling of name of source CRS.
384,22-06-2002,2002.151,Datum,6125,6613,Not a self-standing datum but an extension of the Segara datum.
385,22-06-2002,2002.151,Coordinate Reference System,4125,4613,Samboja is not a separate geogCRS but an extension of the Segara CRS.
386,22-06-2002,2002.151,Coordinate_Operation,1282,1838,Change of name of source CRS
387,22-06-2002,2002.151,Coordinate Reference System,2550,2933,Change name of base geogCRS.
388,13-07-2002,2002.25,Datum,6185,6615,Information from Portugal suggests EuroGeographics information is incomplete.
389,13-07-2002,2002.25,Datum,6185,6616,Information from Portugal suggests EuroGeographics information is incomplete.
390,13-07-2002,2002.25,Coordinate Reference System,4185,4615,Information from Portugal suggests EuroGeographics information is incomplete.
391,13-07-2002,2002.25,Coordinate Reference System,4185,4616,Information from Portugal suggests EuroGeographics information is incomplete.
392,13-07-2002,2002.25,Coordinate Reference System,2191,2942,Information from Portugal suggests EuroGeographics information is incomplete.
393,13-07-2002,2002.25,Coordinate Reference System,2191,2943,Information from Portugal suggests EuroGeographics information is incomplete.
394,13-07-2002,2002.41,Coordinate_Operation,1473,1842,Change of Source CRS name
395,13-07-2002,2002.41,Coordinate_Operation,1472,1841,Change in Target CRS name.
396,13-07-2002,2002.41,Coordinate_Operation,1599,1846,Change in Target CRS name.
397,13-07-2002,2002.41,Coordinate_Operation,1574,1844,Change in Target CRS name.
398,13-07-2002,2002.41,Coordinate_Operation,1600,1847,Change in Target CRS name.
399,13-07-2002,2002.41,Coordinate_Operation,8584,8635,Change in Target CRS name.
400,13-07-2002,2002.41,Coordinate_Operation,1576,1845,Change in Target CRS name.
401,13-07-2002,2002.41,Coordinate_Operation,1572,1843,Change in Target CRS name.
402,13-07-2002,2002.41,Coordinate_Operation,1601,1848,Change in Target CRS name.
403,13-07-2002,2002.41,Coordinate_Operation,1752,1849,Change in Target CRS name.
404,13-07-2002,2002.41,Coordinate Reference System,4140,4617,Change of CRS name to accord with revised Geomatics Canada practice.
405,13-07-2002,2002.41,Coordinate Reference System,2147,2952,Change of base geogCRS name to accord with revised Geomatics Canada practice.
406,13-07-2002,2002.41,Coordinate Reference System,2140,2945,Change of base geogCRS name to accord with revised Geomatics Canada practice.
407,13-07-2002,2002.41,Coordinate Reference System,2141,2946,Change of base geogCRS name to accord with revised Geomatics Canada practice.
408,13-07-2002,2002.41,Coordinate Reference System,2142,2947,Change of base geogCRS name to accord with revised Geomatics Canada practice.
409,13-07-2002,2002.41,Coordinate Reference System,2143,2948,Change of base geogCRS name to accord with revised Geomatics Canada practice.
410,13-07-2002,2002.41,Coordinate Reference System,2144,2949,Change of base geogCRS name to accord with revised Geomatics Canada practice.
411,13-07-2002,2002.41,Coordinate Reference System,2145,2950,Change of base geogCRS name to accord with revised Geomatics Canada practice.
412,13-07-2002,2002.41,Coordinate Reference System,2146,2951,Change of base geogCRS name to accord with revised Geomatics Canada practice.
